source,target,teams_using_both,teams_using_pair_with_op_context
LeBlanc,Mel,25,0
Pyke,Xayah,25,0
Renata Glasc,Xin Zhao,25,0
Pantheon,Rek'Sai,25,0
Shen,Taliyah,25,0
Mel,Olaf,25,0
Irelia,Wukong,25,0
LeBlanc,Twisted Fate,25,0
Twisted Fate,Yone,25,0
Braum,Rell,25,0
Maokai,Taliyah,25,0
Aurora,Yuumi,25,0
Bard,Yuumi,25,0
Lux,Renekton,25,0
Nami,Zeri,25,0
Olaf,Taliyah,25,0
Xin Zhao,Yuumi,25,0
Jinx,Lucian,25,0
Jinx,Milio,25,0
Shen,Zaahen,25,0
Hwei,Rakan,25,0
Kalista,Karma,25,0
Rakan,Sejuani,25,0
Yone,Zaahen,25,0
Camille,Naafiri,25,0
Maokai,Twisted Fate,25,0
Nami,Poppy,25,0
Rakan,Ziggs,25,0
Trundle,Ziggs,25,0
Gwen,Ornn,25,0
Orianna,Rek'Sai,25,0
Ornn,Shen,25,0
Rell,Ziggs,25,0
Azir,LeBlanc,25,0
Gragas,K'Sante,25,0
Rell,Zeri,25,0
Dr. Mundo,Neeko,25,0
Dr. Mundo,Milio,25,0
Senna,Sylas,24,19
Anivia,Hwei,24,0
Anivia,Tristana,24,0
Aurora,Rek'Sai,24,0
Cassiopeia,Rek'Sai,24,0
Corki,Tristana,24,0
Gragas,Nami,24,0
Gragas,Wukong,24,0
Hwei,Kai'Sa,24,0
Jinx,Neeko,24,0
Lee Sin,Tristana,24,0
Aatrox,Malphite,24,0
Akali,Camille,24,0
Annie,Lux,24,0
K'Sante,Lux,24,0
Syndra,Trundle,24,0
Alistar,Jax,24,0
Ashe,Gragas,24,0
Braum,Mel,24,0
Gragas,Seraphine,24,0
Lucian,Renata Glasc,24,0
Mel,Yone,24,0
Pyke,Taliyah,24,0
Rek'Sai,Ryze,24,0
Kai'Sa,Olaf,24,0
Bard,Irelia,24,0
Maokai,Mel,24,0
Ahri,Yuumi,24,0
Alistar,Olaf,24,0
Ambessa,Yuumi,24,0
Milio,Yuumi,24,0
Miss Fortune,Olaf,24,0
Trundle,Zeri,24,0
Ahri,Kog'Maw,24,0
Maokai,Vayne,24,0
Azir,Ornn,24,0
Gnar,Kalista,24,0
Jhin,Kalista,24,0
Karma,Renata Glasc,24,0
Poppy,Varus,24,0
Poppy,Yorick,24,0
Jhin,Sejuani,24,0
Naafiri,Sejuani,24,0
Jayce,Lux,24,0
Alistar,Ziggs,24,0
Camille,Corki,24,0
Corki,Ziggs,24,0
Nami,Ziggs,24,0
Poppy,Skarner,24,0
Sivir,Ziggs,24,0
Yorick,Ziggs,24,0
Ezreal,Zoe,24,0
Rell,Tristana,24,0
Taliyah,Tristana,24,0
Hwei,Rell,24,0
Poppy,Rell,24,0
Annie,Tristana,24,0
Alistar,Dr. Mundo,24,0
Dr. Mundo,Lucian,24,0
Dr. Mundo,Sivir,24,0
Dr. Mundo,Varus,24,0
Aurora,Dr. Mundo,24,0
Dr. Mundo,Nautilus,24,0
Senna,Zaahen,23,20
Aphelios,Aurora,23,0
Braum,Smolder,23,0
Caitlyn,Gragas,23,0
Galio,Smolder,23,0
Kai'Sa,Malphite,23,0
Lee Sin,Malphite,23,0
Rek'Sai,Sion,23,0
Rek'Sai,Wukong,23,0
Skarner,Tristana,23,0
Anivia,Lux,23,0
Aphelios,Lucian,23,0
Aphelios,Rumble,23,0
Camille,Skarner,23,0
Lux,Trundle,23,0
Aatrox,Yorick,23,0
Malphite,Sylas,23,0
Alistar,Yone,23,0
Ambessa,Kalista,23,0
Braum,Leona,23,0
Braum,Taliyah,23,0
Ezreal,Renata Glasc,23,0
Ezreal,Thresh,23,0
Galio,Yone,23,0
Gragas,Naafiri,23,0
Gragas,Varus,23,0
Kalista,Varus,23,0
Vayne,Yone,23,0
K'Sante,Rek'Sai,23,0
Rek'Sai,Rumble,23,0
Shen,Xayah,23,0
Annie,Rek'Sai,23,0
Gnar,Lux,23,0
Lux,Naafiri,23,0
Milio,Rek'Sai,23,0
Irelia,Lucian,23,0
Akali,Maokai,23,0
Alistar,Maokai,23,0
Lee Sin,Maokai,23,0
Lulu,Yuumi,23,0
Neeko,Yuumi,23,0
Orianna,Yuumi,23,0
Rumble,Yuumi,23,0
Corki,Maokai,23,0
Ezreal,Kog'Maw,23,0
Jinx,Rell,23,0
LeBlanc,Syndra,23,0
LeBlanc,Zaahen,23,0
Maokai,Nami,23,0
Syndra,Taliyah,23,0
Olaf,Xayah,23,0
Pyke,Sivir,23,0
Aphelios,Jayce,23,0
Akali,Ziggs,23,0
Miss Fortune,Yone,23,0
Miss Fortune,Ziggs,23,0
Poppy,Trundle,23,0
Kalista,Rumble,23,0
Mel,Syndra,23,0
Mel,Tristana,23,0
Jayce,Rek'Sai,23,0
Ornn,Twisted Fate,23,0
Gragas,Rumble,23,0
Rakan,Tristana,23,0
Bard,Kalista,23,0
Jinx,Rakan,23,0
K'Sante,Kalista,23,0
Ambessa,Dr. Mundo,23,0
Dr. Mundo,Lulu,23,0
Dr. Mundo,Vi,23,0
Aatrox,Senna,22,15
Kalista,Nocturne,22,9
Lux,Nocturne,22,7
Anivia,Aphelios,22,0
Anivia,Jinx,22,0
Corki,Gragas,22,0
Corki,Malphite,22,0
Gragas,Lee Sin,22,0
Gragas,Skarner,22,0
Lee Sin,Sejuani,22,0
Malphite,Skarner,22,0
Malphite,Zaahen,22,0
Neeko,Rek'Sai,22,0
Ornn,Tristana,22,0
Tristana,Zaahen,22,0
Camille,Rakan,22,0
Aphelios,Orianna,22,0
Ashe,Lux,22,0
Jax,Vayne,22,0
Lux,Skarner,22,0
Hwei,Xayah,22,0
Ornn,Vayne,22,0
Ambessa,Renata Glasc,22,0
Ashe,Renata Glasc,22,0
Braum,Sylas,22,0
Jarvan IV,Renata Glasc,22,0
Jax,Taliyah,22,0
Kalista,Ryze,22,0
LeBlanc,Pyke,22,0
Leona,Sylas,22,0
Mel,Pyke,22,0
Nami,Pyke,22,0
Renata Glasc,Ryze,22,0
Renata Glasc,Seraphine,22,0
Renata Glasc,Vi,22,0
Kai'Sa,Shen,22,0
Bard,Lux,22,0
Jhin,Rek'Sai,22,0
Lux,Pantheon,22,0
Olaf,Vayne,22,0
Rek'Sai,Trundle,22,0
Shen,Yorick,22,0
Irelia,Jarvan IV,22,0
Irelia,Karma,22,0
Irelia,Xin Zhao,22,0
Annie,Smolder,22,0
Maokai,Rell,22,0
Alistar,Zeri,22,0
Cassiopeia,Yuumi,22,0
Gnar,Yuumi,22,0
K'Sante,Yuumi,22,0
Shen,Sylas,22,0
Taliyah,Zeri,22,0
Viktor,Yuumi,22,0
Yunara,Yuumi,22,0
Jinx,Naafiri,22,0
Nautilus,Yuumi,22,0
Kalista,Pantheon,22,0
Corki,Poppy,22,0
Ornn,Poppy,22,0
Poppy,Xayah,22,0
Pyke,Yorick,22,0
Jax,Miss Fortune,22,0
Sejuani,Trundle,22,0
Hwei,Leona,22,0
Azir,Yone,22,0
Miss Fortune,Poppy,22,0
Yone,Yorick,22,0
Gwen,Jax,22,0
Leona,Twisted Fate,22,0
Tristana,Vayne,22,0
Alistar,Tristana,22,0
Malphite,Trundle,22,0
Leona,Zaahen,22,0
Sejuani,Taliyah,22,0
Xin Zhao,Zoe,22,0
Aphelios,Jhin,22,0
Aphelios,Pantheon,22,0
Jhin,Tristana,22,0
Olaf,Senna,21,14
Akali,Hwei,21,0
Akali,Jinx,21,0
Akali,Malphite,21,0
Anivia,Gragas,21,0
Aphelios,Sivir,21,0
Aphelios,Skarner,21,0
Caitlyn,Jinx,21,0
Corki,Sejuani,21,0
Galio,Malphite,21,0
Gragas,Ornn,21,0
Gragas,Yunara,21,0
Kai'Sa,Sejuani,21,0
Lee Sin,Rek'Sai,21,0
Malphite,Smolder,21,0
Nami,Rek'Sai,21,0
Nautilus,Rek'Sai,21,0
Rek'Sai,Sivir,21,0
Rek'Sai,Yunara,21,0
Smolder,Zaahen,21,0
Anivia,Camille,21,0
Annie,Aphelios,21,0
Aurora,Lux,21,0
Galio,Jax,21,0
Karma,Lux,21,0
Aatrox,Hwei,21,0
Hwei,Vayne,21,0
Anivia,Kalista,21,0
Galio,LeBlanc,21,0
Jax,Leona,21,0
Jax,Sylas,21,0
Kalista,Orianna,21,0
Kalista,Renata Glasc,21,0
Milio,Renata Glasc,21,0
Pyke,Sylas,21,0
Renata Glasc,Viktor,21,0
Smolder,Sylas,21,0
Thresh,Wukong,21,0
Galio,Shen,21,0
Azir,Olaf,21,0
Naafiri,Rek'Sai,21,0
Olaf,Shen,21,0
Olaf,Yorick,21,0
Irelia,K'Sante,21,0
Irelia,Milio,21,0
Irelia,Nautilus,21,0
Irelia,Seraphine,21,0
Annie,Maokai,21,0
Jayce,Malphite,21,0
Caitlyn,Yuumi,21,0
Karma,Yuumi,21,0
Renekton,Yuumi,21,0
Vi,Yuumi,21,0
Gwen,Maokai,21,0
K'Sante,Kog'Maw,21,0
Kog'Maw,Nautilus,21,0
Kog'Maw,Seraphine,21,0
Kog'Maw,Sion,21,0
Kog'Maw,Xin Zhao,21,0
Azir,Syndra,21,0
Aatrox,Olaf,21,0
K'Sante,Renata Glasc,21,0
Olaf,Ornn,21,0
Ahri,Irelia,21,0
Jarvan IV,Kennen,21,0
Kennen,Viktor,21,0
Annie,Sejuani,21,0
Sejuani,Vayne,21,0
Xayah,Zeri,21,0
Alistar,Camille,21,0
Alistar,Poppy,21,0
Camille,Twisted Fate,21,0
Camille,Varus,21,0
Maokai,Yorick,21,0
Mel,Ziggs,21,0
Jarvan IV,Zoe,21,0
Cassiopeia,Kalista,21,0
Jhin,Jinx,21,0
Aatrox,Tristana,21,0
Gwen,Yone,21,0
Ahri,Rek'Sai,21,0
Gragas,Lulu,21,0
Rek'Sai,Renekton,21,0
Smolder,Trundle,21,0
Kennen,Xin Zhao,21,0
Tristana,Xayah,21,0
Rell,Sejuani,21,0
Gragas,Jhin,21,0
Corki,Dr. Mundo,21,0
Dr. Mundo,Rell,21,0
Camille,Rell,21,0
Kalista,Renekton,21,0
K'Sante,Zoe,21,0
Aphelios,Vi,21,0
Pyke,Twisted Fate,21,0
Braum,Gwen,21,0
Senna,Yone,20,15
Azir,Senna,20,14
Nocturne,Yuumi,20,6
Ambessa,Rek'Sai,20,0
Aphelios,Neeko,20,0
Braum,Galio,20,0
Braum,Syndra,20,0
Cassiopeia,Gragas,20,0
Jarvan IV,Lissandra,20,0
Jinx,Zaahen,20,0
Lissandra,Xin Zhao,20,0
Ornn,Sejuani,20,0
Ambessa,Lux,20,0
Camille,Yorick,20,0
Camille,Zaahen,20,0
Lulu,Lux,20,0
Lux,Yunara,20,0
Syndra,Vayne,20,0
Braum,Vayne,20,0
Hwei,Yorick,20,0
Aurora,Kalista,20,0
Galio,Pyke,20,0
Kai'Sa,Yone,20,0
Kalista,Naafiri,20,0
Lissandra,Seraphine,20,0
Mel,Smolder,20,0
Smolder,Xayah,20,0
Rek'Sai,Varus,20,0
Lucian,Rek'Sai,20,0
Lulu,Rek'Sai,20,0
Lux,Sivir,20,0
Lux,Viktor,20,0
Ashe,Irelia,20,0
Irelia,Ryze,20,0
Irelia,Sion,20,0
Braum,Miss Fortune,20,0
Galio,Zeri,20,0
Nami,Yuumi,20,0
Yuumi,Zeri,20,0
Jayce,Jinx,20,0
Kog'Maw,Ryze,20,0
Kog'Maw,Wukong,20,0
Maokai,Zaahen,20,0
Azir,Hwei,20,0
Maokai,Sylas,20,0
Syndra,Xayah,20,0
Aatrox,Pyke,20,0
Bard,Renata Glasc,20,0
Lulu,Renata Glasc,20,0
Pantheon,Renata Glasc,20,0
Poppy,Rakan,20,0
Renata Glasc,Rumble,20,0
Aphelios,Renekton,20,0
Aphelios,Varus,20,0
Bard,Kennen,20,0
Ezreal,Kennen,20,0
Karma,Kennen,20,0
Kai'Sa,Zeri,20,0
Camille,Mel,20,0
Sejuani,Xayah,20,0
Sejuani,Yorick,20,0
Aurora,Zoe,20,0
Sion,Zoe,20,0
Gwen,Tristana,20,0
Gwen,Hwei,20,0
Hwei,Taliyah,20,0
Hwei,Trundle,20,0
Taliyah,Ziggs,20,0
Leona,Shen,20,0
Anivia,Dr. Mundo,20,0
Cassiopeia,Dr. Mundo,20,0
Dr. Mundo,Kai'Sa,20,0
Dr. Mundo,Skarner,20,0
Akali,Dr. Mundo,20,0
Dr. Mundo,Sylas,20,0
Camille,Taliyah,20,0
Miss Fortune,Pyke,20,0
Dr. Mundo,Syndra,20,0
Jax,Ornn,20,0
Dr. Mundo,Rakan,20,0
Hwei,Senna,19,15
Nocturne,Renata Glasc,19,7
Irelia,Nocturne,19,4
Akali,Aphelios,19,0
Anivia,Malphite,19,0
Braum,Hwei,19,0
Braum,Jinx,19,0
Caitlyn,Lissandra,19,0
Galio,Syndra,19,0
Galio,Tristana,19,0
Jinx,Ornn,19,0
Kai'Sa,Tristana,19,0
Lissandra,Sion,19,0
Jax,Zaahen,19,0
Aatrox,Braum,19,0
Braum,Xayah,19,0
Braum,Yorick,19,0
Ezreal,Shyvana,19,0
Ashe,Lissandra,19,0
Ezreal,Lissandra,19,0
Gragas,Rakan,19,0
Kalista,Wukong,19,0
LeBlanc,Yone,19,0
Leona,Pyke,19,0
Leona,Yone,19,0
Naafiri,Renata Glasc,19,0
Nautilus,Renata Glasc,19,0
Orianna,Renata Glasc,19,0
Pyke,Vayne,19,0
Renata Glasc,Varus,19,0
Ryze,Thresh,19,0
Jarvan IV,Yasuo,19,0
Karma,Yasuo,19,0
Rakan,Rek'Sai,19,0
Xin Zhao,Yasuo,19,0
Gwen,Shen,19,0
Azir,Galio,19,0
Lux,Varus,19,0
Irelia,Pantheon,19,0
Galio,Maokai,19,0
Gwen,Olaf,19,0
Jhin,Yuumi,19,0
Mel,Zeri,19,0
Olaf,Sylas,19,0
Sivir,Yuumi,19,0
Ambessa,Kog'Maw,19,0
Bard,Kog'Maw,19,0
Jayce,Yuumi,19,0
Kog'Maw,Lulu,19,0
Azir,Maokai,19,0
Hwei,Sylas,19,0
Kalista,Lulu,19,0
Sylas,Syndra,19,0
Renata Glasc,Yunara,19,0
Caitlyn,Kennen,19,0
Gnar,Kennen,19,0
Irelia,Viktor,19,0
Karma,Kog'Maw,19,0
Kennen,Sion,19,0
Aatrox,Zeri,19,0
Jax,Shen,19,0
Mel,Poppy,19,0
Vayne,Ziggs,19,0
Aatrox,Jax,19,0
Leona,Tristana,19,0
Sylas,Tristana,19,0
Gragas,Jayce,19,0
Gragas,Renekton,19,0
Annie,Gragas,19,0
Azir,Tristana,19,0
Gnar,Renata Glasc,19,0
Jayce,Kalista,19,0
Kalista,Yunara,19,0
Azir,Dr. Mundo,19,0
Pyke,Rell,19,0
Braum,Twisted Fate,19,0
Caitlyn,Kalista,19,0
Poppy,Taliyah,19,0
Renata Glasc,Renekton,19,0
Pyke,Zaahen,19,0
Pyke,Ziggs,19,0
Dr. Mundo,Leona,19,0
LeBlanc,Senna,18,14
Senna,Shen,18,12
Maokai,Senna,18,11
Camille,Senna,18,11
Nocturne,Thresh,18,4
Akali,Tristana,18,0
Ambessa,Gragas,18,0
Anivia,Lissandra,18,0
Anivia,Rek'Sai,18,0
Aphelios,Caitlyn,18,0
Aphelios,Nami,18,0
Bard,Lissandra,18,0
Corki,Rek'Sai,18,0
Galio,Sejuani,18,0
Gragas,Kai'Sa,18,0
Gragas,Sivir,18,0
Jinx,Lee Sin,18,0
Aphelios,Yorick,18,0
Camille,Kai'Sa,18,0
Camille,Vayne,18,0
Lux,Yorick,18,0
Alistar,Gragas,18,0
Alistar,Kalista,18,0
Braum,Jax,18,0
Gragas,Xayah,18,0
Kai'Sa,Pyke,18,0
Nautilus,Thresh,18,0
Smolder,Vayne,18,0
Thresh,Xin Zhao,18,0
Ezreal,Yasuo,18,0
Pantheon,Yasuo,18,0
Ryze,Yasuo,18,0
Shyvana,Xin Zhao,18,0
Akali,Lux,18,0
Lissandra,Pantheon,18,0
Rek'Sai,Twisted Fate,18,0
Caitlyn,Irelia,18,0
Gnar,Irelia,18,0
Irelia,Lulu,18,0
Irelia,Rumble,18,0
Annie,Malphite,18,0
Miss Fortune,Smolder,18,0
Annie,Yuumi,18,0
Azir,Zeri,18,0
Yorick,Zeri,18,0
Ashe,Kog'Maw,18,0
Cassiopeia,Kog'Maw,18,0
Jayce,Kog'Maw,18,0
Kog'Maw,Lucian,18,0
Kog'Maw,Sivir,18,0
LeBlanc,Shen,18,0
Azir,Smolder,18,0
Maokai,Xayah,18,0
Cassiopeia,Renata Glasc,18,0
Ambessa,Irelia,18,0
Aphelios,Twisted Fate,18,0
Irelia,Neeko,18,0
Kennen,Milio,18,0
Kennen,Nautilus,18,0
Kennen,Rell,18,0
Kennen,Seraphine,18,0
Alistar,Sejuani,18,0
Jax,Olaf,18,0
Jax,Sejuani,18,0
Aatrox,Yone,18,0
Qiyana,Seraphine,18,0
Camille,Miss Fortune,18,0
Maokai,Ziggs,18,0
Poppy,Twisted Fate,18,0
Pantheon,Zoe,18,0
Akali,Kalista,18,0
Irelia,Jhin,18,0
Kalista,Neeko,18,0
Ornn,Zeri,18,0
Leona,Olaf,18,0
Smolder,Twisted Fate,18,0
Aurora,Kennen,18,0
Azir,Leona,18,0
Ornn,Yone,18,0
Alistar,Jinx,18,0
Camille,Ornn,18,0
Jinx,Leona,18,0
Aatrox,Dr. Mundo,18,0
Dr. Mundo,LeBlanc,18,0
Blitzcrank,Jarvan IV,18,0
Blitzcrank,Xin Zhao,18,0
Aphelios,Rakan,18,0
Jinx,Trundle,18,0
Sejuani,Sylas,18,0
Jax,Senna,17,15
Braum,Senna,17,13
Malphite,Senna,17,11
Nocturne,Zoe,17,6
Aphelios,Lee Sin,17,0
Braum,Malphite,17,0
Jinx,Kai'Sa,17,0
Jinx,Skarner,17,0
Karma,Lissandra,17,0
Lissandra,Nautilus,17,0
Lissandra,Viktor,17,0
Malphite,Syndra,17,0
Aphelios,Trundle,17,0
Syndra,Yorick,17,0
Jarvan IV,Shyvana,17,0
Malphite,Yorick,17,0
Ahri,Thresh,17,0
Anivia,Renata Glasc,17,0
Ashe,Thresh,17,0
Braum,LeBlanc,17,0
Jarvan IV,Thresh,17,0
Jax,LeBlanc,17,0
Jax,Yone,17,0
Kalista,Vayne,17,0
LeBlanc,Smolder,17,0
Lissandra,Lucian,17,0
Lissandra,Ryze,17,0
Lissandra,Vi,17,0
Orianna,Thresh,17,0
Seraphine,Thresh,17,0
Sion,Thresh,17,0
Thresh,Vi,17,0
K'Sante,Yasuo,17,0
Rell,Yasuo,17,0
Seraphine,Zyra,17,0
Lux,Neeko,17,0
Cassiopeia,Irelia,17,0
Irelia,Varus,17,0
Irelia,Vi,17,0
Akali,Yuumi,17,0
Lee Sin,Yuumi,17,0
Naafiri,Yuumi,17,0
Skarner,Yuumi,17,0
Sylas,Zeri,17,0
Twisted Fate,Zeri,17,0
Annie,Jinx,17,0
Corki,Kog'Maw,17,0
Jarvan IV,Kog'Maw,17,0
Jinx,Taliyah,17,0
Kog'Maw,Milio,17,0
Kog'Maw,Pantheon,17,0
Kog'Maw,Skarner,17,0
Kog'Maw,Yunara,17,0
Nautilus,Yasuo,17,0
Ornn,Pyke,17,0
Skarner,Yasuo,17,0
Caitlyn,Renata Glasc,17,0
Galio,Poppy,17,0
Jhin,Renata Glasc,17,0
Ashe,Kennen,17,0
Caitlyn,Kog'Maw,17,0
Gnar,Kog'Maw,17,0
Irelia,Jayce,17,0
K'Sante,Kennen,17,0
Kennen,Lucian,17,0
Kennen,Ryze,17,0
Kennen,Wukong,17,0
Renekton,Thresh,17,0
Azir,Jax,17,0
Jax,Maokai,17,0
Mel,Sejuani,17,0
Hwei,Mel,17,0
Lux,Rakan,17,0
Bard,Qiyana,17,0
Hwei,Twisted Fate,17,0
Qiyana,Sion,17,0
Poppy,Shen,17,0
Xayah,Ziggs,17,0
Zaahen,Ziggs,17,0
Nautilus,Zoe,17,0
Wukong,Zoe,17,0
Smolder,Yorick,17,0
Aatrox,Maokai,17,0
Hwei,Jax,17,0
Kennen,Vi,17,0
Nautilus,Shyvana,17,0
Irelia,Rakan,17,0
Ambessa,Blitzcrank,17,0
Blitzcrank,Gnar,17,0
Blitzcrank,Nautilus,17,0
Blitzcrank,Viktor,17,0
Annie,Kalista,17,0
Dr. Mundo,Trundle,17,0
Camille,Sylas,17,0
Caitlyn,Zoe,17,0
Kalista,Trundle,17,0
Renekton,Zoe,17,0
Ryze,Zoe,17,0
Dr. Mundo,Taliyah,17,0
Pyke,Shen,17,0
Kennen,Orianna,17,0
Aatrox,Jinx,17,0
Senna,Syndra,16,12
Kog'Maw,Nocturne,16,5
Kennen,Nocturne,16,3
Akali,Gragas,16,0
Aphelios,Corki,16,0
Aphelios,Zaahen,16,0
Gnar,Lissandra,16,0
Jinx,Sejuani,16,0
Lee Sin,Lissandra,16,0
Lissandra,Nami,16,0
Lissandra,Neeko,16,0
Lissandra,Sivir,16,0
Lissandra,Wukong,16,0
Malphite,Tristana,16,0
Nautilus,Viego,16,0
Rek'Sai,Skarner,16,0
Cho'Gath,Jarvan IV,16,0
Cho'Gath,Seraphine,16,0
Cho'Gath,Wukong,16,0
Bard,Shyvana,16,0
Cho'Gath,Sion,16,0
Pantheon,Shyvana,16,0
Ryze,Shyvana,16,0
Shyvana,Sion,16,0
Shyvana,Wukong,16,0
Gwen,Malphite,16,0
Cho'Gath,Nautilus,16,0
Gragas,Leona,16,0
Kalista,Lee Sin,16,0
Kalista,Rakan,16,0
Kalista,Taliyah,16,0
Leona,Malphite,16,0
Lucian,Thresh,16,0
Malphite,Yone,16,0
Milio,Thresh,16,0
Renata Glasc,Xayah,16,0
Bard,Yasuo,16,0
Ezreal,Zyra,16,0
Rek'Sai,Rell,16,0
Seraphine,Yasuo,16,0
Shyvana,Varus,16,0
Azir,Shen,16,0
Lux,Nami,16,0
Irelia,Orianna,16,0
LeBlanc,Olaf,16,0
Malphite,Miss Fortune,16,0
Maokai,Ornn,16,0
Alistar,Yuumi,16,0
Miss Fortune,Zeri,16,0
Anivia,Kog'Maw,16,0
Gwen,Jinx,16,0
Jinx,Miss Fortune,16,0
Jinx,Vayne,16,0
Kog'Maw,Lee Sin,16,0
Kog'Maw,Neeko,16,0
Kog'Maw,Renekton,16,0
Kog'Maw,Vi,16,0
Shen,Syndra,16,0
Azir,Kalista,16,0
Maokai,Rakan,16,0
LeBlanc,Poppy,16,0
Ahri,Kennen,16,0
Anivia,Irelia,16,0
Anivia,Kennen,16,0
Aphelios,Rell,16,0
Irelia,Skarner,16,0
Kennen,Neeko,16,0
Kennen,Varus,16,0
Hwei,Yone,16,0
Jarvan IV,Qiyana,16,0
Karma,Qiyana,16,0
Olaf,Zaahen,16,0
Qiyana,Rumble,16,0
Camille,Shen,16,0
Camille,Yone,16,0
Jax,Ziggs,16,0
LeBlanc,Ziggs,16,0
Maokai,Yone,16,0
Sejuani,Shen,16,0
Sejuani,Yone,16,0
Akali,Irelia,16,0
Zaahen,Zeri,16,0
Tristana,Twisted Fate,16,0
Tristana,Yone,16,0
Tristana,Yorick,16,0
Varus,Yuumi,16,0
Alistar,Rek'Sai,16,0
Gragas,Rell,16,0
Gragas,Trundle,16,0
Gragas,Twisted Fate,16,0
Malphite,Shen,16,0
Malphite,Twisted Fate,16,0
Rek'Sai,Taliyah,16,0
Ahri,Qiyana,16,0
Kennen,Nami,16,0
Leona,Poppy,16,0
Lulu,Qiyana,16,0
Qiyana,Xin Zhao,16,0
Corki,Zeri,16,0
Jinx,Xayah,16,0
Dr. Mundo,Vayne,16,0
Dr. Mundo,Zaahen,16,0
Aurora,Blitzcrank,16,0
Blitzcrank,Ezreal,16,0
Blitzcrank,Lulu,16,0
Blitzcrank,Yunara,16,0
Aphelios,Naafiri,16,0
Blitzcrank,Wukong,16,0
Dr. Mundo,Xayah,16,0
Sylas,Ziggs,16,0
Gwen,Pyke,16,0
Ambessa,Zoe,16,0
Bard,Zoe,16,0
Jayce,Zoe,16,0
Braum,Poppy,16,0
Kalista,Rell,16,0
Karma,Zoe,16,0
Azir,Ziggs,16,0
Hwei,Miss Fortune,16,0
Dr. Mundo,Lee Sin,16,0
Senna,Smolder,15,11
Senna,Ziggs,15,10
Poppy,Senna,15,9
Nocturne,Yasuo,15,6
Lissandra,Nocturne,15,3
Akali,Rek'Sai,15,0
Cassiopeia,Lissandra,15,0
Corki,Jinx,15,0
Galio,Jinx,15,0
Gnar,Gragas,15,0
Hwei,Smolder,15,0
Hwei,Syndra,15,0
Hwei,Tristana,15,0
Jinx,Malphite,15,0
Jinx,Smolder,15,0
Jinx,Syndra,15,0
Lissandra,Skarner,15,0
Rek'Sai,Zaahen,15,0
Sejuani,Zaahen,15,0
Sion,Viego,15,0
Syndra,Tristana,15,0
Aphelios,Vayne,15,0
Galio,Lux,15,0
Ahri,Shyvana,15,0
Cho'Gath,Ezreal,15,0
Malphite,Xayah,15,0
Ambessa,Thresh,15,0
Aurora,Renata Glasc,15,0
Braum,Yone,15,0
Corki,Kalista,15,0
Kalista,Xayah,15,0
Lissandra,Milio,15,0
Thresh,Varus,15,0
Caitlyn,Yasuo,15,0
Gnar,Thresh,15,0
Gnar,Yasuo,15,0
Neeko,Thresh,15,0
Rell,Thresh,15,0
Varus,Yasuo,15,0
Vi,Yasuo,15,0
Wukong,Yasuo,15,0
Azir,Rek'Sai,15,0
Lissandra,Lulu,15,0
Lissandra,Rumble,15,0
Lux,Twisted Fate,15,0
Irelia,Lee Sin,15,0
Olaf,Yone,15,0
Kai'Sa,Maokai,15,0
Alistar,Lux,15,0
Lissandra,Renekton,15,0
Trundle,Yuumi,15,0
Kog'Maw,Naafiri,15,0
Kog'Maw,Nami,15,0
Kog'Maw,Rumble,15,0
LeBlanc,Maokai,15,0
Maokai,Shen,15,0
Syndra,Yuumi,15,0
Hwei,Maokai,15,0
Kalista,Ornn,15,0
Akali,Renata Glasc,15,0
Annie,Renata Glasc,15,0
Kai'Sa,Poppy,15,0
Irelia,Trundle,15,0
Jayce,Kennen,15,0
Kennen,Lulu,15,0
Kennen,Renekton,15,0
Kennen,Sivir,15,0
Kennen,Skarner,15,0
Kennen,Yunara,15,0
Kog'Maw,Viktor,15,0
Olaf,Sejuani,15,0
Jayce,Lissandra,15,0
Leona,Zeri,15,0
Ezreal,Qiyana,15,0
Jhin,Qiyana,15,0
Qiyana,Rakan,15,0
Qiyana,Ryze,15,0
Qiyana,Yunara,15,0
Camille,Xayah,15,0
Camille,Ziggs,15,0
Poppy,Vayne,15,0
Sejuani,Twisted Fate,15,0
Shen,Yone,15,0
Shen,Ziggs,15,0
Yone,Ziggs,15,0
Ahri,Zoe,15,0
Anivia,Yasuo,15,0
Sion,Yasuo,15,0
Syndra,Twisted Fate,15,0
Galio,Ziggs,15,0
Maokai,Tristana,15,0
Kennen,Pantheon,15,0
Neeko,Qiyana,15,0
Nasus,Nautilus,15,0
Nasus,Wukong,15,0
Bard,Kha'Zix,15,0
Camille,Leona,15,0
Ezreal,Kha'Zix,15,0
Jayce,Renata Glasc,15,0
Kha'Zix,Lucian,15,0
Kha'Zix,Ryze,15,0
Kha'Zix,Xin Zhao,15,0
Naafiri,Qiyana,15,0
Orianna,Qiyana,15,0
Rakan,Yuumi,15,0
Dr. Mundo,Hwei,15,0
Blitzcrank,Karma,15,0
Blitzcrank,Seraphine,15,0
Blitzcrank,Vi,15,0
Dr. Mundo,Ornn,15,0
Caitlyn,Kha'Zix,15,0
Lucian,Zoe,15,0
Lulu,Zoe,15,0
Naafiri,Zoe,15,0
Yunara,Zoe,15,0
Aphelios,Xayah,15,0
Jinx,Mel,15,0
Jinx,Sylas,15,0
Gwen,Sejuani,15,0
